#synthetic magnetometer, 33,3333 rpm, hard iron (0,0, 0,0, 0,0) uT
t,x,y,z
0,19.66814554086518,0.042968914183225126,44.6903769370012
0.02,20.436088141052192,1.399190562868166,45.493512792353926
0.04,19.641771192836714,2.5163182182924078,44.54807380527898
0.06,19.550903179341255,4.500813272636445,45.116785103855634
0.08,19.051253537610794,5.755025405821673,44.84638114983028
0.1,18.978939637913378,7.213594481189209,44.936285254806315
0.12,18.14814799302292,7.91856573978483,45.4212444081879
0.14,17.89468081703814,8.79908393573676,45.11899352941152
0.16,16.65477048517955,10.686725760693827,45.0587131276135
0.18,16.23651880667619,11.884654468032233,45.03507409343093
0.2,15.551028809217042,11.983357126537584,45.616081688957465
0.22,14.390800253219432,13.177750411374832,45.43352033164548
0.24,13.3201807878125,14.735870855615046,44.91813614848134
0.26,12.27116894190631,15.362392594323483,44.70182797992398
0.28,11.049242920757028,16.997064586192465,45.05611610710848
0.3,9.932806908778048,17.262955301191976,44.99754439725893
0.32,8.78503581158194,18.04613847102671,44.68140599550063
0.34,7.924273371602382,18.02887264638433,45.576845780890125
0.36,5.734149524417394,19.078264052616348,45.07293910372233
0.38,5.074761859272719,19.0516108659169,44.772994783728016
0.4,3.6426828015777937,19.894210140723978,45.25361701801479
0.42,1.7919985076781528,19.75895213897315,45.36557078687793
0.44,0.5292118415724409,20.21560433009516,44.92319445055893
0.46,-0.7357687930174014,19.779484519620087,44.76926224278829
0.48,-2.4461928357366935,19.187198029135725,45.199631414584324
0.5,-3.687109756067329,19.60583607001894,44.914428513032
0.52,-4.769885659590278,19.943625992155702,45.11458107853345
0.54,-6.470658516204375,19.377332618236544,44.81543749827132
0.56,-7.775466900388684,18.556994859480387,44.71330226559059
0.58,-8.773632311383434,17.91508592944109,45.23197040456972
0.6,-10.005770561180475,17.34689242438129,45.14151444010509
0.62,-11.591884022115003,17.416615633705668,45.29796842009395
0.64,-12.638379404286189,15.599107132818938,45.61973706384353
0.66,-13.687775410749795,14.528082695163663,45.67087063340938
0.68,-13.54911446149147,13.682113333193941,44.59465963281673
0.7000000000000001,-15.574811892876808,13.075051453255975,44.99779213177758
0.72,-16.304837664317354,11.942414014774641,45.310043326540956
0.74,-17.230688941076615,10.277091525262762,44.67383412321452
0.76,-17.61179228454384,9.920838249027444,44.936800476906036
0.78,-18.396048917156126,8.428976319759945,45.086679922646226
0.8,-18.477199356559055,6.725921687329573,45.26890832769288
0.8200000000000001,-19.42611318479723,5.77642837422871,44.9077727918289
0.84,-19.945618807427305,4.136355208498746,44.79650464152103
0.86,-19.914899492114618,2.8088372363771907,45.0127124725673
0.88,-20.45502596467614,1.4824166375567336,44.70895756453272
0.9,-19.95268639343364,0.3155819441542587,44.78466971865522
0.92,-19.561634412436792,-1.3866119071659961,45.555471109208575
0.9400000000000001,-20.07645126542696,-3.5265787054032396,44.837922867898385
0.96,-20.020226835224104,-4.042348451611078,44.485992558717804
0.98,-19.188179939988654,-5.520552464559044,45.12687507226017
1,-19.282659322420198,-6.22691743190209,45.03518660397206
1.02,-18.71573937309283,-8.253235081545272,44.99860947859724
1.04,-17.934636865915014,-9.01358313586437,44.70138250309531
1.06,-17.417644911906024,-10.62683093627592,45.08124172317794
1.08,-15.918700032950472,-11.49416579963659,45.05709331796359
1.1,-15.007302648305867,-12.812263730716765,44.25291902928816
1.12,-14.226334326356648,-13.507584773233033,44.968802042296396
1.1400000000000001,-13.532842467704144,-14.721518641153333,44.70373886265851
1.16,-12.07432865027715,-16.135612184433278,45.711899778387696
1.18,-11.053006878764135,-16.490921601265775,45.17629590195097
1.2,-10.205508302781233,-17.035592848169134,45.079316346929375
1.22,-8.932783740089764,-17.93846574402842,44.362422665404665
1.24,-7.086182034119469,-18.786007011808024,45.04616249939858
1.26,-6.190992774950185,-18.765484912965817,44.840218432776346
1.28,-5.114440002508943,-19.87811896895044,45.38034990548434
1.3,-4.148391955022867,-20.077300691119135,45.24990879486023
1.32,-2.3474213934426955,-19.86572301144121,45.12594857539214
1.34,-1.4184323676824875,-20.238678930898143,45.37137628623884
1.36,0.7260645774514152,-20.29445642497624,44.88679482842597
1.3800000000000001,1.5759532819679976,-19.619175095376722,45.292582492276864
1.4000000000000001,3.731716222026964,-19.76264170728761,44.772814083855735
1.42,4.7397832519443055,-19.647767632390728,44.393741149499675
1.44,6.1143424816353065,-19.390341788383694,45.000253926467
1.46,7.780954626872157,-18.174070228484176,45.20256541093555
1.48,8.720267371708903,-17.73142455981715,45.02498915031005
1.5,9.87078786000761,-17.86974215091772,45.251549979495614
1.52,10.643689146288201,-16.811386121070992,44.90710060785138
1.54,12.145915968354098,-15.576529866047553,44.74742483691691
1.56,13.326420435717322,-15.132393370892279,44.58567337485902
1.58,14.171627208436025,-13.5777930386287,45.29590891363642
1.6,15.524027193177789,-12.709553919254953,44.78850836593942
1.62,15.85387672070596,-11.98826412500032,44.71138258191389
1.6400000000000001,17.284600304290663,-11.028999314055904,44.81476266150815
1.6600000000000001,17.76828642302932,-9.665263036716166,44.60874330046371
1.68,18.478133490977314,-8.58718857906175,44.6989000364167
1.7,18.695951078553996,-7.649271119968006,44.859278197466125
1.72,18.991322751750364,-5.07411093693809,44.9884797000838
1.74,19.5004246750929,-3.869011475090443,44.86219077907322
1.76,19.562558931881462,-2.66463772182883,44.97325034473853
1.78,19.741630012926823,-1.371700515872336,45.24535268448767
1.8,20.02847476748145,0.7917863988401581,45.528520007120335
1.82,20.343503630479283,1.095890253633443,44.82802386656553
1.84,20.43253932744065,2.531534482850354,45.03972895141261
1.86,19.19070033658436,4.771146617555962,44.94059115353483
1.8800000000000001,18.948105089670005,5.099451142496124,44.91481886651223
1.9000000000000001,18.545769545295443,6.938567610362951,44.95079330874512
1.92,18.48024488246127,8.329502272477143,45.16848664503192
1.94,17.13630278707713,8.95912222195034,45.151593696702555
1.96,17.046874899694625,10.64535586062272,45.31238970829275
1.98,16.87221250887509,11.761177109768706,44.61000269584998
2,15.377584049744092,13.35274248407102,44.96155924411719
2.02,14.73925391893368,13.952373556627222,44.84278368951864
2.04,13.503173080465578,14.945357151970054,44.97664369679128
2.06,12.940455540917148,15.769684654744363,44.91612193400404
